"logNu[1]","logNu[2]","logNu[3]","tauCopy","x[1]","x[2]","x[3]"
-3.15939898975466,2.25945647326541,1.64181104869714,0.221250794570289,18,23,20
-3.15754043031916,2.25057406846898,1.63962101687634,0.191551698453183,18,23,20
-3.22815243208596,2.24516524682421,1.62895180124341,0.428568424844765,18,23,20
-3.15756451317865,2.2448952130969,1.62997286657554,0.0366696001001263,18,23,20
-3.14921381322664,2.24464480757669,1.62703898014833,0.122345693221297,18,23,20
-3.17162597162346,2.23259953484669,1.62211583443455,0.128469692335242,18,23,20
-3.17504995594013,2.23983279899431,1.62870940620246,0.00634478003539794,18,23,20
-3.19841497232964,2.23834646498734,1.62467733658887,0.0565410153474547,18,23,20
-3.19306030453426,2.23998461659707,1.62797524608876,0.208812939557904,18,23,20
-3.15076663573019,2.24966332876638,1.63166399171031,0.0695147854081637,18,23,20
-3.16950945817302,2.24561414752235,1.62615157909734,0.461474156395241,18,23,20
-3.17226569490718,2.2446938416659,1.63059043514309,0.22613694232128,18,23,20
-3.17513644026986,2.23943606718937,1.62741028248914,0.0820601656613053,18,23,20
-3.17273629805106,2.24173136573372,1.62831278220477,0.079237944085839,18,23,20
-3.19098358285833,2.24101925758128,1.62517186143919,0.22575083525846,18,23,20
-3.19199273343849,2.23228224944845,1.62001302270374,0.174797131529843,18,23,20
-3.21955603813714,2.22764499965182,1.61107834063437,0.287576276206978,18,23,20
-3.19970667208668,2.22832052681586,1.61366927028364,0.322937563136498,18,23,20
-3.19789864602158,2.22652672089241,1.6099363292228,0.250557933177879,18,23,20
-3.22257558303998,2.22653610744474,1.61121350737397,0.246424411798901,18,23,20
-3.20544700657387,2.23039507988669,1.61358721892858,0.126702111343472,18,23,20
-3.20557292237256,2.22916044611967,1.61384078969016,0.173492670675742,18,23,20
-3.1933913748446,2.2265268053244,1.61393757814089,0.336839020353524,18,23,20
-3.18383259747693,2.21532619707027,1.59814876778698,0.114940854926316,18,23,20
-3.19733869012196,2.20537846230569,1.59002689743466,0.297824649061541,18,23,20
-3.2687613895363,2.20238894470645,1.58947573579988,0.101734346877463,18,23,20
-3.24090009053559,2.20557197449439,1.59088214057539,0.301023912049541,18,23,20
-3.20076997463173,2.19851460157082,1.58367818246627,0.0270680897878352,18,23,20
-3.24180074145362,2.19912114456719,1.58262818063991,0.357538732522275,18,23,20
-3.24075881980834,2.20589574953275,1.59338142122003,0.222653456655984,18,23,20
-3.24679478218811,2.20556868369121,1.59097865418856,0.059921979779474,18,23,20
-3.26675171989377,2.2034554472907,1.58627179196092,0.288274934811655,18,23,20
-3.24111454216655,2.2022248314047,1.5894132373046,0.0318681984114805,18,23,20
-3.19733604401753,2.20321649717695,1.59273610007232,0.140015239436086,18,23,20
-3.21156706359344,2.21153948311134,1.5962758366487,0.114672772037783,18,23,20
-3.22955285560414,2.2004086145395,1.58823777691056,0.0231515280398908,18,23,20
-3.21922798823946,2.20432416415716,1.58872240999928,0.722211255304967,18,23,20
-3.18995455952635,2.20251230101627,1.58579551080522,0.319868272028307,18,23,20
-3.24306136130048,2.20099871552913,1.58618347963037,0.031332414663009,18,23,20
-3.19382176529774,2.20208385126834,1.58778955320548,0.11964178426753,18,23,20
-3.22475760525433,2.19038482412637,1.57680382662218,0.0793872720498177,18,23,20
-3.23708366214348,2.1951806559164,1.57828315617803,0.0154664413895168,18,23,20
-3.24257047524044,2.19706593158673,1.58327252002759,0.282739616040334,18,23,20
-3.23526790302597,2.20117498068617,1.58512354447839,0.175172069357781,18,23,20
-3.23662954912861,2.19788700244893,1.58581358294793,0.245633180049322,18,23,20
-3.23959790388547,2.19616255908953,1.58755667040471,0.048272150239195,18,23,20
-3.24588275399785,2.20278882802568,1.58984750298572,0.204713075409003,18,23,20
-3.24675602893217,2.20261943116305,1.58881762772332,0.0486484777753338,18,23,20
-3.2328683189102,2.20520223518363,1.5918933543487,0.131306797208222,18,23,20
-3.24198965622177,2.19332094814274,1.57783926980124,0.0174370539967463,18,23,20
-3.21625163638009,2.18778943487858,1.57387973541154,0.17223454826826,18,23,20
-3.2429502942178,2.18418667407975,1.56929681047601,0.0519361553295485,18,23,20
-3.2661475106275,2.17870730322654,1.56569819786661,0.111731975044412,18,23,20
-3.25049610125164,2.17954726287082,1.56745411340273,0.319683646132199,18,23,20
-3.25128317541422,2.18289743007091,1.56657186131633,0.168278562434689,18,23,20
-3.23582048142289,2.18413857037021,1.57034194229587,0.2151989394003,18,23,20
-3.23676849034574,2.18394423927816,1.56907013091462,0.229552890410154,18,23,20
-3.27730538701394,2.19139237439081,1.57679823256419,0.05439807207939,18,23,20
-3.27369141350099,2.18950928371784,1.57308296034725,0.0249879726636951,18,23,20
-3.2138052810911,2.19185603123472,1.57697312683507,0.228100464242881,18,23,20
-3.22405872257996,2.18469654925147,1.56977066983071,0.0431857973029387,18,23,20
-3.22562992876597,2.18536776339588,1.5719839215353,0.48135296101278,18,23,20
-3.27280588890548,2.17842318630688,1.56261156056573,0.1261782535909,18,23,20
-3.26730714543749,2.17842318630688,1.56086869395194,0.193602320156415,18,23,20
-3.23281362762717,2.17627288556418,1.5636459881228,0.0768386900355893,18,23,20
-3.25629525828897,2.17676006096245,1.56452607460368,0.00702246613153628,18,23,20
-3.23958513700554,2.17388137586803,1.56144858673266,0.0816927704429033,18,23,20
-3.2802933830832,2.17653662651733,1.56373713408069,0.0907831836935734,18,23,20
-3.27314093366543,2.16798600363799,1.55396495350757,0.110073456381454,18,23,20
-3.26140422291423,2.16979454931713,1.55487376115394,0.175898434317132,18,23,20
-3.23113526742494,2.17101592021178,1.55749157634239,0.280911520855426,18,23,20
